Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
Virgil van Dijk,nl NED,DF,32,25,25,2187.0,2.0,2.0,0.0,1.0,1.0,2.1,1.5,Liverpool
Alisson,br BRA,GK,31,21,21,1890.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Liverpool
Luis Diaz,co COL,FW,27,26,21,1746.0,6.0,3.0,0.0,2.0,0.0,8.0,2.6,Liverpool
Alexis Mac Allister,ar ARG,MF,25,22,21,1719.0,2.0,4.0,0.0,5.0,1.0,1.0,2.0,Liverpool
Mohamed Salah,eg EGY,FW,31,21,20,1786.0,15.0,9.0,4.0,2.0,0.0,14.8,8.9,Liverpool
Dominik Szoboszlai,hu HUN,MF,23,22,20,1672.0,3.0,2.0,0.0,1.0,0.0,2.1,4.2,Liverpool
Trent Alexander-Arnold,eng ENG,DF,25,21,19,1622.0,2.0,4.0,0.0,5.0,0.0,1.8,5.5,Liverpool
Darwin Nunez,uy URU,FW,24,25,16,1496.0,10.0,7.0,0.0,8.0,0.0,13.0,5.3,Liverpool
Ibrahima Konate,fr FRA,DF,24,19,14,1332.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,Liverpool
Joe Gomez,eng ENG,DF,26,23,13,1362.0,0.0,1.0,0.0,4.0,0.0,0.5,0.9,Liverpool
Diogo Jota,pt POR,FW,27,19,13,1047.0,9.0,3.0,0.0,3.0,1.0,4.4,2.9,Liverpool
Cody Gakpo,nl NED,"FW,MF",24,25,12,1148.0,5.0,3.0,0.0,0.0,0.0,6.0,0.7,Liverpool
Curtis Jones,eng ENG,MF,23,17,12,956.0,1.0,1.0,0.0,1.0,1.0,1.8,0.5,Liverpool
Andrew Robertson,sct SCO,DF,29,14,11,1036.0,1.0,1.0,0.0,2.0,0.0,0.7,2.3,Liverpool
Wataru Endo,jp JPN,MF,31,19,11,1004.0,1.0,0.0,0.0,7.0,0.0,0.3,1.6,Liverpool
Ryan Gravenberch,nl NED,MF,21,19,9,845.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8,Liverpool
Joel Matip,cm CMR,DF,32,10,9,781.0,0.0,0.0,0.0,2.0,0.0,0.5,0.1,Liverpool
Kostas Tsimikas,gr GRE,DF,27,12,8,672.0,0.0,3.0,0.0,0.0,0.0,0.1,1.0,Liverpool
Caoimhin Kelleher,ie IRL,GK,25,6,6,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Harvey Elliott,eng ENG,"MF,FW",20,23,5,748.0,2.0,2.0,0.0,1.0,0.0,1.3,2.3,Liverpool
Jarell Quansah,eng ENG,DF,21,8,5,443.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Liverpool
Conor Bradley,nir NIR,DF,20,5,5,381.0,1.0,3.0,0.0,1.0,0.0,0.7,1.1,Liverpool
Bobby Clark,eng ENG,MF,19,5,1,89.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Liverpool
Ben Doak,sct SCO,FW,18,1,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Jayden Danns,eng ENG,FW,18,2,0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Liverpool
Owen Beck,wls WAL,DF,21,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Thiago Alcantara,es ESP,MF,32,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
James McConnell,eng ENG,MF,19,3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Kaide Gordon,eng ENG,FW,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Adrian,es ESP,GK,37,0,0,,,,,,,,,Liverpool
Stefan Bajcetic,es ESP,DF,19,0,0,,,,,,,,,Liverpool
Luke Chambers,eng ENG,DF,19,0,0,,,,,,,,,Liverpool
Lewis Koumas,wls WAL,MF,18,0,0,,,,,,,,,Liverpool
Fabian Mrozek,pl POL,GK,20,0,0,,,,,,,,,Liverpool
Trey Nyoni,eng ENG,MF,16,0,0,,,,,,,,,Liverpool
Marcelo Pitaluga,br BRA,GK,21,0,0,,,,,,,,,Liverpool
Calum Scanlon,eng ENG,MF,19,0,0,,,,,,,,,Liverpool
Ederson,br BRA,GK,30,26,26,2257.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,Manchester-City
Phil Foden,eng ENG,"FW,MF",23,27,25,2219.0,11.0,7.0,0.0,1.0,0.0,8.2,6.2,Manchester-City
Julian Alvarez,ar ARG,"MF,FW",24,27,25,2129.0,8.0,7.0,1.0,2.0,0.0,8.9,6.2,Manchester-City
Kyle Walker,eng ENG,DF,33,25,24,2170.0,0.0,2.0,0.0,2.0,0.0,0.4,2.3,Manchester-City
Rodri,es ESP,MF,27,24,24,2076.0,6.0,5.0,0.0,7.0,1.0,3.3,2.5,Manchester-City
Ruben Dias,pt POR,DF,26,23,21,1929.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,Manchester-City
Erling Haaland,no NOR,FW,23,22,21,1832.0,18.0,5.0,3.0,1.0,0.0,20.8,3.7,Manchester-City
Bernardo Silva,pt POR,"MF,FW",29,23,20,1807.0,6.0,4.0,0.0,6.0,0.0,2.9,5.5,Manchester-City
Nathan Ake,nl NED,DF,29,22,18,1637.0,2.0,2.0,0.0,0.0,0.0,1.6,1.2,Manchester-City
Manuel Akanji,ch SUI,"DF,MF",28,19,18,1586.0,2.0,0.0,0.0,4.0,1.0,0.9,0.2,Manchester-City
Josko Gvardiol,hr CRO,DF,22,18,16,1473.0,0.0,0.0,0.0,2.0,0.0,1.0,0.9,Manchester-City
Jeremy Doku,be BEL,"FW,MF",21,19,14,1177.0,2.0,5.0,0.0,3.0,0.0,1.4,3.4,Manchester-City
Mateo Kovacic,hr CRO,MF,29,19,10,949.0,0.0,0.0,0.0,3.0,0.0,0.8,1.1,Manchester-City
John Stones,eng ENG,"DF,MF",29,13,10,862.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,Manchester-City
Jack Grealish,eng ENG,FW,28,14,7,707.0,3.0,1.0,0.0,5.0,0.0,1.9,2.1,Manchester-City
Matheus Nunes,pt POR,"MF,FW",25,11,6,505.0,0.0,2.0,0.0,0.0,0.0,0.4,1.0,Manchester-City
Rico Lewis,eng ENG,"MF,DF",19,10,5,454.0,1.0,0.0,0.0,1.0,0.0,0.3,0.5,Manchester-City
Kevin De Bruyne,be BEL,MF,32,8,5,425.0,1.0,4.0,0.0,1.0,0.0,0.9,4.0,Manchester-City
Oscar Bobb,no NOR,"FW,MF",20,9,1,180.0,1.0,1.0,0.0,0.0,0.0,1.3,0.9,Manchester-City
Stefan Ortega,de GER,GK,31,2,1,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Kalvin Phillips,eng ENG,MF,28,4,0,93.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Manchester-City
Sergio Gomez,es ESP,FW,23,3,0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,Manchester-City
Aymeric Laporte,es ESP,DF,29,1,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Cole Palmer,eng ENG,MF,21,1,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
James Mcatee,eng ENG,MF,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City
Scott Carson,eng ENG,GK,38,0,0,,,,,,,,,Manchester-City
Micah Hamilton,eng ENG,MF,20,0,0,,,,,,,,,Manchester-City
Maximo Perrone,ar ARG,MF,21,0,0,,,,,,,,,Manchester-City
Mahamadou Susoho,es ESP,DF,19,0,0,,,,,,,,,Manchester-City
Jacob Wright,eng ENG,MF,18,0,0,,,,,,,,,Manchester-City
William Saliba,fr FRA,DF,22,27,27,2430.0,2.0,1.0,0.0,3.0,0.0,1.5,0.2,Arsenal
Declan Rice,eng ENG,MF,25,27,27,2301.0,5.0,5.0,0.0,3.0,0.0,2.1,3.7,Arsenal
Bukayo Saka,eng ENG,FW,22,26,26,2172.0,13.0,8.0,4.0,3.0,0.0,11.5,8.0,Arsenal
Martin Odegaard,no NOR,MF,25,24,24,2119.0,6.0,6.0,2.0,2.0,0.0,5.4,6.0,Arsenal
Ben White,eng ENG,DF,26,26,24,2044.0,2.0,2.0,0.0,5.0,0.0,0.7,2.0,Arsenal
Gabriel Dos Santos,br BRA,DF,26,25,23,2086.0,4.0,0.0,0.0,2.0,0.0,3.0,0.7,Arsenal
Gabriel Martinelli,br BRA,FW,22,25,23,1749.0,6.0,4.0,0.0,1.0,0.0,5.4,5.2,Arsenal
David Raya,es ESP,GK,28,22,22,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
Kai Havertz,de GER,"MF,FW",24,26,19,1689.0,7.0,3.0,1.0,6.0,0.0,7.3,1.9,Arsenal
Oleksandr Zinchenko,ua UKR,DF,27,21,17,1428.0,1.0,2.0,0.0,2.0,0.0,0.5,1.8,Arsenal
Gabriel Jesus,br BRA,FW,26,18,13,1120.0,4.0,3.0,0.0,5.0,0.0,5.4,2.6,Arsenal
Eddie Nketiah,eng ENG,FW,24,24,10,1052.0,5.0,2.0,0.0,3.0,0.0,4.4,0.8,Arsenal
Leandro Trossard,be BEL,"FW,MF",29,23,9,942.0,7.0,1.0,0.0,0.0,0.0,5.1,1.7,Arsenal
Jakub Kiwior,pl POL,DF,24,15,8,710.0,1.0,3.0,0.0,1.0,0.0,0.8,0.7,Arsenal
Jorginho,it ITA,MF,32,17,7,659.0,0.0,1.0,0.0,1.0,0.0,0.1,0.9,Arsenal
Takehiro Tomiyasu,jp JPN,DF,25,13,5,634.0,1.0,1.0,0.0,2.0,1.0,0.5,0.2,Arsenal
Aaron Ramsdale,eng ENG,GK,25,5,5,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
Thomas Partey,gh GHA,"DF,MF",30,5,3,277.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Arsenal
Fabio Vieira,pt POR,"MF,FW",23,9,2,286.0,1.0,2.0,1.0,0.0,1.0,1.2,1.3,Arsenal
Emile Smith Rowe,eng ENG,MF,23,10,2,235.0,0.0,1.0,0.0,0.0,0.0,1.5,0.2,Arsenal
Jurrien Timber,nl NED,DF,22,1,1,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Arsenal
Reiss Nelson,eng ENG,"FW,MF",24,13,0,182.0,0.0,0.0,0.0,1.0,0.0,0.1,0.5,Arsenal
Cedric Soares,pt POR,DF,32,3,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
Mohamed Elneny,eg EGY,MF,31,3,0,28.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Arsenal
Ethan Nwaneri,eng ENG,FW,16,1,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
Mauro Bandeira,pt POR,MF,20,0,0,,,,,,,,,Arsenal
Bradley Ibrahim,eng ENG,MF,19,0,0,,,,,,,,,Arsenal
Karl Jakob Hein,ee EST,GK,21,0,0,,,,,,,,,Arsenal
Myles Lewis-Skelly,eng ENG,MF,17,0,0,,,,,,,,,Arsenal
Charles Sagoe Jr,eng ENG,FW,19,0,0,,,,,,,,,Arsenal
James Sweet,wls WAL,MF,20,0,0,,,,,,,,,Arsenal
Reuell Walters,eng ENG,DF,19,0,0,,,,,,,,,Arsenal
Ollie Watkins,eng ENG,FW,28,27,27,2385.0,16.0,10.0,0.0,4.0,0.0,14.2,5.3,Aston-Villa
John McGinn,sct SCO,"MF,FW",29,27,27,2309.0,6.0,3.0,0.0,7.0,0.0,4.3,3.8,Aston-Villa
Emiliano Martinez,ar ARG,GK,31,26,26,2340.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Aston-Villa
Douglas Luiz,br BRA,MF,25,26,26,2238.0,9.0,5.0,4.0,7.0,0.0,6.6,4.0,Aston-Villa
Ezri Konsa,eng ENG,DF,26,24,24,2086.0,0.0,0.0,0.0,5.0,0.0,1.8,0.4,Aston-Villa
Matty Cash,pl POL,DF,26,24,20,1763.0,2.0,1.0,0.0,6.0,0.0,3.9,2.1,Aston-Villa
Boubacar Kamara,fr FRA,MF,24,20,20,1652.0,0.0,1.0,0.0,7.0,1.0,0.1,1.3,Aston-Villa
Pau Torres,es ESP,DF,27,20,18,1654.0,2.0,0.0,0.0,1.0,0.0,0.9,0.4,Aston-Villa
Lucas Digne,fr FRA,DF,30,22,18,1579.0,1.0,2.0,0.0,5.0,0.0,0.7,2.8,Aston-Villa
Moussa Diaby,fr FRA,"FW,MF",24,27,18,1493.0,4.0,5.0,0.0,1.0,0.0,5.0,4.8,Aston-Villa
Leon Bailey,jm JAM,"MF,FW",26,25,14,1334.0,8.0,8.0,0.0,4.0,0.0,4.5,6.7,Aston-Villa
Diego Carlos,br BRA,DF,30,17,13,1160.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,Aston-Villa
Clement Lenglet,fr FRA,DF,28,10,10,871.0,0.0,1.0,0.0,2.0,0.0,0.8,0.8,Aston-Villa
Youri Tielemans,be BEL,"MF,FW",26,23,9,998.0,1.0,4.0,0.0,1.0,0.0,1.0,1.8,Aston-Villa
Alex Moreno,es ESP,DF,30,14,9,841.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,Aston-Villa
Jacob Ramsey,eng ENG,"MF,FW",22,16,8,853.0,1.0,1.0,0.0,2.0,0.0,2.2,1.0,Aston-Villa
Nicolo Zaniolo,it ITA,"FW,MF",24,18,7,559.0,1.0,0.0,0.0,6.0,0.0,1.7,0.9,Aston-Villa
Leander Dendoncker,be BEL,MF,28,8,1,119.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,Aston-Villa
Robin Olsen,se SWE,GK,34,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Tyrone Mings,eng ENG,DF,30,1,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Jhon Duran,co COL,"FW,MF",20,14,0,185.0,2.0,0.0,0.0,4.0,0.0,1.3,0.1,Aston-Villa
Morgan Rogers,eng ENG,MF,21,3,0,61.0,0.0,0.0,0.0,1.0,0.0,0.3,0.1,Aston-Villa
Calum Chambers,eng ENG,DF,29,1,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Tim Iroegbunam,eng ENG,MF,20,4,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Philippe Coutinho,br BRA,"MF,FW",31,2,0,25.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Aston-Villa
Bertrand Traore,bf BFA,"DF,FW",28,2,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Cameron Archer,eng ENG,MF,22,1,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Aston-Villa
Jaden Philogene Bidace,eng ENG,FW,22,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Joe Gauci,au AUS,GK,23,0,0,,,,,,,,,Aston-Villa
Omari Kellyman,eng ENG,MF,,0,0,,,,,,,,,Aston-Villa
Kaine Kessler,eng ENG,"DF,MF",21,0,0,,,,,,,,,Aston-Villa
Filip Marshall,eng ENG,GK,20,0,0,,,,,,,,,Aston-Villa
Tommi O'Reilly,eng ENG,MF,20,0,0,,,,,,,,,Aston-Villa
Sam Proctor,eng ENG,GK,17,0,0,,,,,,,,,Aston-Villa
James Wright,eng ENG,GK,19,0,0,,,,,,,,,Aston-Villa
Oliwier Zych,pl POL,GK,19,0,0,,,,,,,,,Aston-Villa
Guglielmo Vicario,it ITA,GK,27,26,26,2340.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Tottenham-Hotspur
Pedro Porro,es ESP,DF,24,23,23,2066.0,0.0,7.0,0.0,3.0,0.0,2.2,6.0,Tottenham-Hotspur
Dejan Kulusevski,se SWE,"FW,MF",23,24,23,2028.0,6.0,2.0,0.0,6.0,0.0,3.3,5.7,Tottenham-Hotspur
Son Heung-min,kr KOR,FW,31,23,22,1897.0,13.0,6.0,1.0,1.0,0.0,7.7,7.0,Tottenham-Hotspur
Destiny Udogie,it ITA,DF,21,22,22,1851.0,2.0,3.0,0.0,7.0,1.0,2.3,2.0,Tottenham-Hotspur
Cristian Romero,ar ARG,DF,25,21,21,1710.0,4.0,0.0,0.0,4.0,1.0,1.6,0.2,Tottenham-Hotspur
Pape Matar Sarr,sn SEN,MF,21,22,18,1351.0,3.0,2.0,0.0,5.0,0.0,2.6,1.4,Tottenham-Hotspur
Micky van de Ven,nl NED,DF,22,17,17,1481.0,1.0,0.0,0.0,1.0,0.0,0.3,0.0,Tottenham-Hotspur
Yves Bissouma,ml MLI,MF,27,18,17,1394.0,0.0,0.0,0.0,7.0,2.0,1.2,0.3,Tottenham-Hotspur
Richarlison,br BRA,FW,26,22,17,1346.0,10.0,3.0,0.0,3.0,0.0,8.6,1.8,Tottenham-Hotspur
James Maddison,eng ENG,MF,27,16,16,1308.0,3.0,7.0,0.0,3.0,0.0,3.4,3.8,Tottenham-Hotspur
Brennan Johnson,wls WAL,FW,22,20,13,1110.0,3.0,6.0,0.0,1.0,0.0,4.7,3.7,Tottenham-Hotspur
Ben Davies,wls WAL,DF,30,16,11,1003.0,1.0,0.0,0.0,1.0,0.0,2.3,0.4,Tottenham-Hotspur
Emerson,br BRA,DF,25,18,9,959.0,1.0,0.0,0.0,3.0,0.0,0.2,0.4,Tottenham-Hotspur
Rodrigo Bentancur,uy URU,MF,26,11,7,488.0,1.0,0.0,0.0,3.0,0.0,1.0,0.2,Tottenham-Hotspur
Pierre Hojbjerg,dk DEN,MF,28,25,6,989.0,0.0,0.0,0.0,3.0,0.0,0.4,0.8,Tottenham-Hotspur
Timo Werner,de GER,FW,27,6,5,415.0,1.0,2.0,0.0,0.0,0.0,1.5,1.5,Tottenham-Hotspur
Oliver Skipp,eng ENG,"MF,FW",23,17,4,582.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,Tottenham-Hotspur
Giovani Lo Celso,ar ARG,MF,27,12,4,420.0,2.0,2.0,0.0,1.0,0.0,0.4,0.9,Tottenham-Hotspur
Manor Solomon,il ISR,FW,24,5,2,199.0,0.0,2.0,0.0,1.0,0.0,0.4,0.8,Tottenham-Hotspur
Bryan Gil,es ESP,"FW,MF",23,10,2,196.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,Tottenham-Hotspur
Eric Dier,eng ENG,DF,30,4,1,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur
Ivan Perisic,hr CRO,FW,35,5,0,103.0,0.0,1.0,0.0,2.0,0.0,0.1,0.9,Tottenham-Hotspur
Davinson Sanchez,co COL,DF,27,1,0,77.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Tottenham-Hotspur
Alejo Veliz,ar ARG,FW,20,8,0,50.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,Tottenham-Hotspur
Radu Dragusin,ro ROU,"DF,MF",22,3,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur
Jamie Donley,eng ENG,FW,19,3,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Tottenham-Hotspur
Dane Scarlett,eng ENG,FW,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur
Brandon Austin,eng ENG,GK,25,0,0,,,,,,,,,Tottenham-Hotspur
Alfie Dorrington,eng ENG,DF,18,0,0,,,,,,,,,Tottenham-Hotspur
Fraser Forster,eng ENG,GK,35,0,0,,,,,,,,,Tottenham-Hotspur
Ashley Phillips,wls WAL,DF,18,0,0,,,,,,,,,Tottenham-Hotspur
Yago Santiago,es ESP,"FW,MF",20,0,0,,,,,,,,,Tottenham-Hotspur
Andre Onana,cm CMR,GK,27,27,27,2430.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,Manchester-United
Bruno Fernandes,pt POR,"MF,FW",29,26,26,2340.0,3.0,6.0,1.0,8.0,0.0,6.2,7.8,Manchester-United
Diogo Dalot,pt POR,DF,24,25,24,2184.0,1.0,2.0,0.0,6.0,1.0,0.9,1.9,Manchester-United
Marcus Rashford,eng ENG,FW,26,26,22,1898.0,6.0,2.0,1.0,2.0,0.0,6.2,2.2,Manchester-United
Alejandro Garnacho,ar ARG,FW,19,25,19,1685.0,5.0,3.0,0.0,4.0,0.0,5.4,4.4,Manchester-United
Rasmus Hojlund,dk DEN,FW,21,20,17,1465.0,7.0,2.0,0.0,2.0,0.0,6.5,1.1,Manchester-United
Casemiro,br BRA,MF,32,14,14,1087.0,1.0,1.0,0.0,4.0,0.0,2.3,0.5,Manchester-United
Scott McTominay,sct SCO,MF,27,24,13,1383.0,7.0,1.0,0.0,0.0,0.0,5.1,0.6,Manchester-United
Raphael Varane,fr FRA,DF,30,18,13,1173.0,1.0,0.0,0.0,2.0,0.0,1.3,0.1,Manchester-United
Harry Maguire,eng ENG,DF,31,16,13,1158.0,1.0,2.0,0.0,3.0,0.0,1.7,1.2,Manchester-United
Kobbie Mainoo,eng ENG,MF,18,13,13,1028.0,1.0,0.0,0.0,3.0,0.0,0.2,0.4,Manchester-United
Victor Lindelof,se SWE,DF,29,17,12,1170.0,1.0,1.0,0.0,2.0,0.0,0.4,0.3,Manchester-United
Luke Shaw,eng ENG,DF,28,12,12,959.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,Manchester-United
Jonny Evans,nir NIR,DF,36,17,11,998.0,0.0,1.0,0.0,2.0,0.0,0.1,0.8,Manchester-United
Antony,br BRA,FW,24,21,11,945.0,0.0,0.0,0.0,3.0,0.0,1.5,2.1,Manchester-United
Aaron Wan-Bissaka,eng ENG,DF,26,12,10,884.0,0.0,1.0,0.0,3.0,0.0,0.1,1.2,Manchester-United
Christian Eriksen,dk DEN,MF,32,16,9,887.0,1.0,1.0,0.0,1.0,0.0,0.7,1.8,Manchester-United
Sofyan Amrabat,ma MAR,"MF,DF",27,13,7,628.0,0.0,0.0,0.0,3.0,0.0,0.1,0.2,Manchester-United
Lisandro Martinez,ar ARG,DF,26,8,7,558.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,Manchester-United
Anthony Martial,fr FRA,FW,28,13,5,448.0,1.0,0.0,0.0,0.0,0.0,1.2,0.2,Manchester-United
Sergio Reguilon,es ESP,DF,27,9,4,412.0,0.0,0.0,0.0,3.0,0.0,0.2,0.7,Manchester-United
Mason Mount,eng ENG,MF,25,8,4,400.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,Manchester-United
Facundo Pellistri,uy URU,"FW,MF",22,9,1,172.0,0.0,1.0,0.0,0.0,0.0,0.7,0.1,Manchester-United
Hannibal Mejbri,tn TUN,"MF,FW",21,5,1,133.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,Manchester-United
Willy Kambwala,fr FRA,DF,19,3,1,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Omari Forson,eng ENG,FW,19,3,1,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,Manchester-United
Jadon Sancho,eng ENG,"FW,MF",23,3,0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Manchester-United
Amad Diallo,ci CIV,FW,21,2,0,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Manchester-United
Donny van de Beek,nl NED,DF,26,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Manchester-United
Daniel Gore,eng ENG,MF,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Altay Bayindir,tr TUR,GK,25,0,0,,,,,,,,,Manchester-United
Rhys Bennett,eng ENG,DF,20,0,0,,,,,,,,,Manchester-United
Alvaro Carreras,es ESP,"DF,MF",20,0,0,,,,,,,,,Manchester-United
Toby Collier,eng ENG,MF,20,0,0,,,,,,,,,Manchester-United
Tom Heaton,eng ENG,GK,37,0,0,,,,,,,,,Manchester-United
Dean Henderson,eng ENG,GK,26,0,0,,,,,,,,,Manchester-United
Joe Hugill,eng ENG,FW,20,0,0,,,,,,,,,Manchester-United
Habeeb Ogunneye,eng ENG,DF,19,0,0,,,,,,,,,Manchester-United
Radek Vitek,,GK,20,0,0,,,,,,,,,Manchester-United
Jarrod Bowen,eng ENG,FW,27,26,26,2336.0,14.0,3.0,0.0,2.0,0.0,9.0,3.5,West-Ham-United
James Ward-Prowse,eng ENG,MF,29,26,26,2287.0,5.0,7.0,2.0,4.0,0.0,5.1,5.6,West-Ham-United
Emerson Palmieri,it ITA,DF,29,26,25,2271.0,1.0,2.0,0.0,7.0,0.0,1.1,2.2,West-Ham-United
Vladimir Coufal,cz CZE,DF,31,25,25,2210.0,0.0,6.0,0.0,7.0,1.0,0.0,2.9,West-Ham-United
Alphonse Areola,fr FRA,GK,31,24,24,2114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,West-Ham-United
Tomas Soucek,cz CZE,MF,29,26,24,2055.0,6.0,1.0,0.0,4.0,0.0,5.4,0.7,West-Ham-United
Kurt Zouma,fr FRA,DF,29,23,23,1997.0,2.0,0.0,0.0,3.0,0.0,1.5,0.1,West-Ham-United
Edson Alvarez,mx MEX,MF,26,23,22,1833.0,1.0,1.0,0.0,9.0,0.0,1.2,0.4,West-Ham-United
Lucas Paqueta,br BRA,"FW,MF",26,20,20,1666.0,2.0,5.0,1.0,6.0,0.0,3.2,3.6,West-Ham-United
Nayef Aguerd,ma MAR,DF,27,19,19,1686.0,1.0,0.0,0.0,3.0,1.0,1.5,0.2,West-Ham-United
Kudus Mohammed,gh GHA,"FW,MF",23,22,16,1500.0,6.0,3.0,0.0,5.0,0.0,3.0,2.0,West-Ham-United
Michail Antonio,jm JAM,FW,33,15,12,914.0,2.0,2.0,0.0,4.0,0.0,1.9,0.7,West-Ham-United
Konstantinos Mavropanos,gr GRE,DF,26,12,9,901.0,1.0,0.0,0.0,1.0,0.0,0.6,0.1,West-Ham-United
Said Benrahma,dz ALG,"FW,MF",28,13,5,620.0,0.0,1.0,0.0,1.0,0.0,1.8,1.4,West-Ham-United
Pablo Fornals,es ESP,"MF,FW",28,15,4,426.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,West-Ham-United
Ben Johnson,eng ENG,"DF,FW",24,9,4,399.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,West-Ham-United
Angelo Ogbonna,it ITA,DF,35,7,3,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Lukasz Fabianski,pl POL,GK,38,5,3,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Danny Ings,eng ENG,FW,31,13,2,255.0,0.0,0.0,0.0,1.0,0.0,0.9,0.3,West-Ham-United
Kalvin Phillips,eng ENG,MF,28,5,2,226.0,0.0,0.0,0.0,3.0,1.0,0.1,0.0,West-Ham-United
Aaron Cresswell,eng ENG,DF,34,4,2,145.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,West-Ham-United
Maxwel Cornet,ci CIV,"MF,FW",27,5,1,105.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,West-Ham-United
Divin Mubama,eng ENG,FW,19,5,0,80.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,West-Ham-United
Thilo Kehrer,de GER,"DF,MF",27,4,0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,West-Ham-United
Joseph Anang,eng ENG,GK,23,0,0,,,,,,,,,West-Ham-United
Kaelan Casey,eng ENG,DF,19,0,0,,,,,,,,,West-Ham-United
